x,y,z
379258.2209579945,4699478.035546132,1.0
379256.4537559256,4699475.84962134,1.0
379259.7119522398,4699476.384576693,1.0
379263.18640544906,4699477.130409107,1.0
379263.18046806357,4699481.486537867,1.0
379259.4327271638,4699476.657241929,1.0
379259.16712182085,4699476.712049109,1.0
379258.68128463964,4699479.0825098585,1.0
379264.71160082315,4699479.2382244365,1.0
379254.57693927945,4699476.557075584,1.0
379253.6260751926,4699477.262646838,1.0
379257.9368601226,4699478.3253891505,1.0
379263.49195844826,4699478.246469027,1.0
379259.5487633479,4699475.411186802,1.0
379263.4388959361,4699479.072163468,1.0
379263.8877534825,4699478.979259151,1.0
379264.29733073997,4699478.088359347,1.0
379264.5111338549,4699478.652692912,1.0
379260.23746745347,4699478.258884827,1.0
379258.1362741042,4699476.843737057,1.0
379257.97589178314,4699477.938232017,1.0
379263.3375682778,4699478.677965034,1.0
379264.2412634331,4699478.526772306,1.0
379257.75115208124,4699477.873669675,1.0
379262.8002764554,4699477.162192917,1.0
379263.0722555503,4699477.588467158,1.0
379258.838884007,4699477.753692019,1.0
379263.23690685624,4699479.602959314,1.0
379259.353675419,4699477.605768268,1.0
379260.6817484543,4699478.282978337,1.0
379264.14327367314,4699478.519385806,1.0
379263.4056123144,4699479.575335103,1.0
379258.36551063193,4699480.01950853,1.0
379258.9494153792,4699476.687993185,1.0
379258.8492798143,4699477.307958845,1.0
379262.83378765534,4699479.436018013,1.0
379252.84304382495,4699477.383925535,1.0
379261.44119780895,4699478.709225932,1.0
379263.6109545004,4699477.644141083,1.0
379258.4068622014,4699474.884089103,1.0
379263.70450751693,4699477.930939146,1.0
379263.83058933297,4699482.083582208,1.0
379259.04710440256,4699477.811068361,1.0
379257.2253456408,4699478.053384201,1.0
379262.48187394853,4699477.192252872,1.0
379258.43393760844,4699479.613204784,1.0
379258.8495374322,4699477.098808072,1.0
379264.74392560427,4699479.389969573,1.0
379257.30399049586,4699478.610526793,1.0
379258.4017885698,4699478.667248812,1.0
379258.523120347,4699477.042238284,1.0
379261.3449197894,4699476.563815624,1.0
379259.2591593899,4699476.546583091,1.0
379254.866814603,4699474.793900268,1.0
379261.99795444147,4699479.619929745,1.0
379262.1268147254,4699481.67197398,1.0
379263.46738023433,4699480.803082855,1.0
379257.55287930055,4699477.648115428,1.0
379261.21768712753,4699478.710323097,1.0
379260.06868124555,4699479.071076072,1.0
379262.698725035,4699478.590301016,1.0
379263.20225367264,4699482.183464609,1.0
379258.9953658482,4699478.886820118,1.0
379253.418023209,4699477.096114091,1.0
379258.3554327937,4699478.9719739,1.0
379263.7072322095,4699480.363745438,1.0
379263.64320038026,4699478.558566836,1.0
379258.9157055192,4699479.284098427,1.0
379263.3529501721,4699479.808568021,1.0
379264.93898753193,4699479.400805691,1.0
379259.74070999684,4699476.216536724,1.0
379260.42501141306,4699480.14671346,1.0
379256.78740468604,4699479.062664193,1.0
379258.72800752247,4699477.341547636,1.0
379264.3802415301,4699477.41894924,1.0
379261.54255844397,4699477.486071699,1.0
379264.22433650965,4699477.386235364,1.0
379263.1989792207,4699478.010661167,1.0
379263.1534124226,4699479.110178093,1.0
379257.2287947011,4699476.65687708,1.0
379260.0829958618,4699480.907359044,1.0
379259.433333912,4699479.347473422,1.0
379259.93798268423,4699475.467942849,1.0
379259.15265677107,4699475.928875076,1.0
379264.1493204051,4699478.481005175,1.0
379258.9530145847,4699475.367016316,1.0
379254.202917556,4699474.195067491,1.0
379262.4809143133,4699479.293181841,1.0
379258.79945985146,4699478.216878715,1.0
379256.6715231373,4699478.9338015765,1.0
379263.0135276046,4699479.102824025,1.0
379262.536991535,4699477.247724865,1.0
379259.8600527097,4699476.978878849,1.0
379256.0770326174,4699478.005210907,1.0
379258.1352410021,4699476.453476475,1.0
379260.3881701751,4699480.848244566,1.0
379262.649887396,4699479.224211549,1.0
379258.7583400125,4699475.5312823085,1.0
379259.48335274315,4699476.514791679,1.0
379257.73832951,4699479.096459511,1.0
379259.813190978,4699477.389290338,1.0
379259.4085804105,4699476.084610276,1.0
379258.697631359,4699477.369036526,1.0
379258.7025362982,4699479.0745887635,1.0
379259.5378200195,4699477.418202984,1.0
379259.34033074946,4699479.791860425,1.0
379259.7835727676,4699476.429466654,1.0
379259.0471569414,4699477.888221681,1.0
379261.9691826289,4699476.826766759,1.0
379258.4083468395,4699478.891790594,1.0
379259.81633394293,4699477.367917397,1.0
379263.5072632007,4699479.40884418,1.0
379258.5548459854,4699479.598565857,1.0
379263.4335720447,4699478.419979392,1.0
379261.29678893625,4699481.208244641,1.0
379259.086749052,4699478.077744075,1.0
379261.64200128947,4699478.545474974,1.0
379259.8772109207,4699478.912256662,1.0
379262.0332955873,4699477.115230787,1.0
379260.8194081013,4699479.078429931,1.0
379258.55917256384,4699478.520368821,1.0
379261.310235303,4699476.381817123,1.0
379262.8658894931,4699479.2436003825,1.0
379258.80057549727,4699476.485968909,1.0
379259.8867653707,4699477.807252787,1.0
379259.3946318711,4699475.8694881145,1.0
379259.2164044452,4699477.312183945,1.0
379259.6474716924,4699477.610451636,1.0
379256.01493174804,4699478.526312379,1.0
379253.94959949877,4699477.214174925,1.0
379258.7667533213,4699477.447118733,1.0
379263.1501983727,4699478.298022027,1.0
379260.48883717373,4699478.459262785,1.0
379258.78825737274,4699477.1094676135,1.0
379264.9131660054,4699478.565471661,1.0
379257.1778746129,4699476.830764813,1.0
379258.76110293355,4699478.165178114,1.0
379257.25772249454,4699477.6286200015,1.0
379259.5293959049,4699477.379771122,1.0
379257.7523010626,4699478.310393855,1.0
379262.35289532173,4699476.769986214,1.0
379258.78113672603,4699478.349795156,1.0
379252.1484773811,4699477.283985874,1.0
379265.01870309847,4699479.642541252,1.0
379264.50112693466,4699478.903883971,1.0
379259.8018840605,4699476.822005232,1.0
379258.4475158537,4699478.805417201,1.0
379262.8888922869,4699482.053873534,1.0
379261.77960116667,4699477.196317778,1.0
379263.1702257274,4699479.157052955,1.0
379262.2713445818,4699481.381797687,1.0
379259.6447354895,4699476.738953724,1.0
379258.8863674532,4699475.385305377,1.0
379264.6722537663,4699479.84804129,1.0
379259.996973756,4699477.549317582,1.0
379258.92713266914,4699475.32980384,1.0
379259.2098653713,4699477.508711925,1.0
379264.58022331906,4699480.413900777,1.0
379260.1843286655,4699478.279155378,1.0
379258.0664660592,4699478.911128728,1.0
379263.63890016987,4699478.431589176,1.0
379264.46728765825,4699479.693932615,1.0
379263.6028672741,4699481.678127447,1.0
379263.9975579871,4699477.990858601,1.0
379259.3016127812,4699475.954558677,1.0
379261.28375467384,4699478.760589072,1.0
379258.9413756999,4699475.231153739,1.0
379261.3463759488,4699476.601184665,1.0
379264.5391893442,4699479.195014652,1.0
379259.3648782018,4699477.1259690225,1.0
379258.8556945969,4699477.008098956,1.0
379262.63446343114,4699476.732132937,1.0
379260.0976826677,4699479.2738436805,1.0
379261.2798682949,4699480.480302333,1.0
379258.3658103602,4699478.159125835,1.0
379262.9950289184,4699477.337704918,1.0
379264.4126391704,4699479.2046882585,1.0
379264.7434342732,4699479.134836841,1.0
379263.4743006293,4699478.078722492,1.0
379259.53760590893,4699476.05170311,1.0
379259.0911508997,4699475.876439107,1.0
379264.07836305216,4699478.140394114,1.0
379264.8075675269,4699479.060812566,1.0
379263.2782148238,4699478.885681908,1.0
379263.8796640777,4699480.93453487,1.0
379253.97588721476,4699477.788539495,1.0
379263.418825672,4699480.557080363,1.0
379259.26588371024,4699478.8753272,1.0
379263.7459095679,4699480.534481539,1.0
379264.2166832414,4699477.998984647,1.0
379260.589443958,4699481.135308157,1.0
379262.4376716869,4699481.4087839285,1.0
379261.8499568858,4699477.969282084,1.0
379259.1419683834,4699475.677653194,1.0
379259.3294752929,4699475.159285899,1.0
379262.7993514706,4699480.392637317,1.0
379263.8985785836,4699478.394983243,1.0
379262.31476414745,4699481.594928766,1.0
379263.4174946563,4699480.32200944,1.0
379264.8017884913,4699478.522162501,1.0
379260.2820367601,4699476.898058328,1.0
379263.85117891146,4699479.0008485615,1.0
379260.73988129053,4699476.169756183,1.0
379255.3608575027,4699478.340849504,1.0
379261.7686297311,4699480.653899275,1.0
379264.98096297606,4699478.408596678,1.0
379261.53795241396,4699479.637036498,1.0
379256.7610100849,4699479.244386731,1.0
379260.5097737736,4699479.433412508,1.0
379263.4276915001,4699478.361248669,1.0
379263.97069730185,4699481.688045229,1.0
379257.39025983936,4699478.889175073,1.0
379257.92306279077,4699477.33222889,1.0
379263.01249969704,4699477.669276076,1.0
379262.15557077015,4699477.191770419,1.0
379263.35521519074,4699477.376474082,1.0
379259.79910338146,4699476.17468607,1.0
379264.6913671076,4699479.137258298,1.0
379264.3332281087,4699481.390487377,1.0
379263.7809900752,4699482.441314356,1.0
379259.1129096935,4699476.496568205,1.0
379260.5990430084,4699478.192701518,1.0
379265.3702306951,4699478.8804317815,1.0
379257.6154841133,4699478.20997955,1.0
379263.69575578324,4699480.2203792315,1.0
379262.7694882744,4699479.685222397,1.0
379260.2597407659,4699477.471076951,1.0
379259.5800562288,4699476.850974581,1.0
379265.00406293577,4699478.841418093,1.0
379263.93766529445,4699478.817311519,1.0
379257.16095916677,4699476.528956643,1.0
379259.84313587716,4699476.235065672,1.0
379258.24994207843,4699479.393014603,1.0
379261.68430381553,4699476.966958965,1.0
379263.5812791513,4699478.107301213,1.0
379263.4936675876,4699478.698707464,1.0
379261.79263725923,4699478.533645471,1.0
379258.4605575938,4699476.647787569,1.0
379258.9884326537,4699477.676582066,1.0
379263.9127439598,4699478.113647949,1.0
379264.619899102,4699479.292019862,1.0
379258.2809930592,4699478.793495215,1.0
379263.62722732057,4699478.318609631,1.0
379260.2762913881,4699477.272811114,1.0
379263.6442409564,4699477.192403755,1.0
379255.49085626967,4699478.362015045,1.0
379258.37120010605,4699476.521298889,1.0
379261.78720810043,4699477.703107036,1.0
379258.7810221923,4699479.690508527,1.0
379259.81107249035,4699478.284199746,1.0
379262.1596767217,4699481.771823233,1.0
379262.64730934415,4699477.038210876,1.0
379257.35248365387,4699477.298826438,1.0
379261.022589417,4699480.66250232,1.0
379259.05863376794,4699478.101215128,1.0
379259.9689683254,4699476.878232568,1.0
379264.4855998237,4699480.561348479,1.0
379258.70182507846,4699477.217647789,1.0
379261.0906193287,4699480.382309622,1.0
379262.925154755,4699477.681551848,1.0
379262.07876016316,4699477.195802242,1.0
379258.6497525969,4699479.8891709875,1.0
379258.5332685396,4699479.731257668,1.0
379260.6050553049,4699477.43355979,1.0
379265.1794801952,4699477.901672283,1.0
379259.9991299148,4699480.136016784,1.0
379259.0110245268,4699476.503280618,1.0
379264.0046423138,4699478.530367616,1.0
379257.87101177784,4699479.843170014,1.0
379258.87273357174,4699478.059037074,1.0
379263.0157759656,4699479.252105721,1.0
379265.30439782294,4699479.191056017,1.0
379263.5331265063,4699481.551538199,1.0
379259.09707821056,4699475.021552535,1.0
379260.31528749806,4699479.630822881,1.0
379260.1414913907,4699479.208088326,1.0
379259.8627384297,4699479.020091388,1.0
379259.4321449286,4699477.453872622,1.0
379263.6268930012,4699479.192746395,1.0
379262.08181099576,4699479.778814059,1.0
379258.67476706277,4699476.446308247,1.0
379258.21881786606,4699476.371144627,1.0
379263.3276244111,4699480.078832967,1.0
379261.1926708861,4699476.580198665,1.0
379264.08044723695,4699479.851394475,1.0
379263.081986096,4699477.134593151,1.0
379259.71530324215,4699476.049532201,1.0
379259.0258554866,4699476.485696541,1.0
379261.7785610377,4699476.177094619,1.0
379264.5254442173,4699478.728215142,1.0
379259.88717276085,4699480.290103526,1.0
379260.68229334865,4699481.034123586,1.0
379261.2966700439,4699479.965496012,1.0
379258.79642715113,4699479.080578384,1.0
379259.1829840629,4699478.0107586505,1.0
379260.0998761976,4699477.252832782,1.0
379260.95805454376,4699476.760925693,1.0
379265.3310467408,4699478.64147242,1.0
379263.99087032734,4699477.450130555,1.0
379258.4666426111,4699477.539489667,1.0
379263.74588395737,4699477.427582593,1.0
379262.20111227036,4699478.952161342,1.0
379261.93049353576,4699476.393056553,1.0
379258.78785350884,4699476.635473346,1.0
379257.64567874005,4699475.714734596,1.0
379263.9549595064,4699479.197666481,1.0
379259.9217811154,4699476.397371832,1.0
379259.4984713526,4699477.140089405,1.0
379255.69383961934,4699478.371813127,1.0
379261.3841503453,4699477.693374392,1.0
379258.43856858945,4699477.538309269,1.0
379257.72970336286,4699479.219879638,1.0
379258.2023419574,4699479.077606076,1.0
379253.6983140921,4699477.072531485,1.0
379263.78978627856,4699479.877051089,1.0
379263.20686582313,4699480.2458933275,1.0
379259.4378191246,4699476.330285111,1.0
379259.6875814995,4699476.746477256,1.0
379263.85571837507,4699478.539297873,1.0
379257.59448003455,4699478.667023041,1.0
379258.79089352017,4699477.132723029,1.0
379261.77978158195,4699477.877378581,1.0
379253.96069008514,4699476.10100149,1.0
379261.289484728,4699478.662249584,1.0
379263.02408288675,4699478.864498444,1.0
379260.52885257715,4699478.427122733,1.0
379260.08768204815,4699477.17658336,1.0
379264.7724911022,4699478.444511984,1.0
379264.5891442676,4699479.103457296,1.0
379261.74053981766,4699477.606698607,1.0
379258.76852444455,4699476.158735684,1.0
379261.5737156108,4699481.223259467,1.0
379259.395722675,4699477.654314763,1.0
379256.5925684663,4699474.46859856,1.0
379262.2468067203,4699478.7391420435,1.0
379264.29199529457,4699478.967893377,1.0
379261.87121709913,4699478.845740101,1.0
379264.2251412188,4699479.336958914,1.0
379265.0472745725,4699478.213367865,1.0
379265.5658456369,4699478.342065029,1.0
379263.78989438724,4699478.349668599,1.0
379259.68253099715,4699478.567032571,1.0
379261.99297675944,4699477.542767827,1.0
379259.89079890726,4699475.650548404,1.0
379262.39046394784,4699478.531786795,1.0
379263.58657484816,4699480.150870061,1.0
379261.2618834186,4699480.295333838,1.0
379257.31289063324,4699478.099038719,1.0
379259.2996286423,4699480.503940185,1.0
379256.9825832334,4699479.363278529,1.0
379255.98340732424,4699475.594536151,1.0
379259.5525678239,4699477.065853608,1.0
379259.1426199538,4699475.272929547,1.0
379261.8257923255,4699477.313047892,1.0
379260.8629793812,4699478.014021011,1.0
379264.12735599704,4699477.170285074,1.0
379264.373506931,4699478.986633716,1.0
379256.3560141293,4699476.403570441,1.0
379252.698943736,4699476.640043189,1.0
379261.7029397621,4699478.649843498,1.0
379263.70220869407,4699479.6620824095,1.0
379258.77048372873,4699480.316847043,1.0
379262.86012476846,4699480.050435628,1.0
379260.2838985031,4699477.766476997,1.0
379258.64455078973,4699479.062448271,1.0
379262.8197614609,4699479.311403998,1.0
379258.1471602195,4699479.006799718,1.0
379264.2858546361,4699477.537288697,1.0
379259.4029892787,4699475.79397808,1.0
379259.0742475238,4699477.091675412,1.0
379265.3233824565,4699478.49798818,1.0
379255.5984735126,4699478.600767449,1.0
379253.8906724442,4699478.116217873,1.0
379264.26984059083,4699479.512083834,1.0
379260.77147438424,4699479.806130603,1.0
379255.756187452,4699475.272730956,1.0
379258.90019022627,4699475.425368606,1.0
379258.42939476925,4699476.017601587,1.0
379258.84684144595,4699480.199813739,1.0
379263.67156919255,4699477.440090574,1.0
379261.6413803397,4699480.806550619,1.0
379258.5011478483,4699478.219261776,1.0
379258.52704434766,4699479.712134502,1.0
379258.34143788315,4699475.683699181,1.0
379258.8116628844,4699476.895703502,1.0
379264.29756788746,4699478.877715061,1.0
379262.7951065544,4699479.019744478,1.0
379260.6795555063,4699478.825870854,1.0
379259.62435818015,4699479.843023995,1.0
379259.26839937334,4699477.648352414,1.0
379257.44455006137,4699476.825446798,1.0
379258.5208523232,4699480.123033872,1.0
379260.7391850446,4699476.984769408,1.0
379264.6442107481,4699479.65682606,1.0
379260.9352215067,4699477.127553138,1.0
379260.06232659065,4699480.345880216,1.0
379259.79544788145,4699479.750806331,1.0
379260.6656044966,4699476.660051305,1.0
379262.71687173663,4699477.317871,1.0
379254.2052521066,4699477.067295788,1.0
379262.43831412983,4699478.383597256,1.0
379261.0589008565,4699478.763015425,1.0
379259.164720993,4699476.650260211,1.0
379263.58120748267,4699480.898100258,1.0
379256.9456349093,4699478.640414939,1.0
379255.70085761015,4699475.531067496,1.0
379259.6153436069,4699480.035488892,1.0
379259.4993571358,4699478.067197033,1.0
379260.95627352985,4699477.401273409,1.0
379259.5654552194,4699477.27376552,1.0
379260.5424996189,4699476.12478561,1.0
379258.45554176,4699478.072377508,1.0
379252.35903682566,4699477.148763211,1.0
379259.8966074808,4699478.994515163,1.0
379259.54416287516,4699476.401553039,1.0
379261.1297763229,4699480.601741299,1.0
379259.00991097954,4699474.946118939,1.0
379254.10135491827,4699476.236890695,1.0
379258.3699710383,4699479.2749106465,1.0
379263.1069896269,4699481.813372406,1.0
379261.7240468959,4699481.07254684,1.0
379257.60180990025,4699478.015416094,1.0
379261.6485373769,4699480.385147142,1.0
379262.84484752413,4699477.098656516,1.0
379259.020741501,4699477.028244845,1.0
379259.64258184773,4699477.406361452,1.0
379258.7671380483,4699475.510576405,1.0
379261.6943729349,4699478.5700734,1.0
379260.20784254523,4699476.52103115,1.0
379263.7741885894,4699478.666862442,1.0
379260.676069451,4699476.451775972,1.0
379262.4186436056,4699478.4366621915,1.0
379260.4282826903,4699480.999287017,1.0
379258.1913817462,4699479.592050931,1.0
379260.2908528285,4699477.094350009,1.0
379261.98814661644,4699478.613667316,1.0
379255.77270716877,4699478.143429405,1.0
379263.6449914086,4699477.226023782,1.0
379261.8907238363,4699480.283395167,1.0
379260.9507486653,4699477.09841892,1.0
379263.3401149645,4699478.127930941,1.0
379257.77027930884,4699478.8601448145,1.0
379260.09209650004,4699476.845240179,1.0
379263.81659471506,4699477.639721621,1.0
379263.89219685306,4699481.690976296,1.0
379259.6260549045,4699477.461112791,1.0
379260.1192620324,4699476.69817414,1.0
379263.99689169886,4699478.464447514,1.0
379261.1100386004,4699479.021309132,1.0
379261.1177736623,4699480.402777897,1.0
379265.0489200339,4699479.588435322,1.0
379262.03703910083,4699478.768443396,1.0
379257.3871167377,4699479.369246851,1.0
379256.05169124296,4699476.899033498,1.0
379259.6668396916,4699480.216588352,1.0
379255.43982800224,4699478.426896514,1.0
379259.6402187504,4699476.638777257,1.0
379262.0277280155,4699477.148924369,1.0
379257.0966418187,4699479.252071486,1.0
379261.85545093473,4699480.723493237,1.0
379264.0754952984,4699480.1761860065,1.0
379260.87777316704,4699481.1700806385,1.0
379262.3785155811,4699476.743643072,1.0
379264.0490677203,4699477.917781146,1.0
379261.596257827,4699476.931774401,1.0
379262.790285891,4699478.2394246375,1.0
379260.44616285677,4699480.9115547,1.0
379263.77834872145,4699478.964183296,1.0
379257.37038752076,4699478.94865442,1.0
379257.12071229756,4699478.979942209,1.0
379262.25818183913,4699480.996522717,1.0
379265.17136113707,4699479.391404944,1.0
379263.6940950116,4699479.705282842,1.0
379256.8566669126,4699477.395710906,1.0
379255.97724879376,4699478.151887666,1.0
379257.19483599084,4699477.972688722,1.0
379258.67662310135,4699477.674761353,1.0
379263.85427572916,4699478.003798886,1.0
379261.00221686275,4699477.304075764,1.0
379263.8380625141,4699477.03854687,1.0
379259.4521061786,4699478.36806177,1.0
379257.355104215,4699477.94255947,1.0
379258.97563417704,4699480.08366463,1.0
379253.31007333554,4699477.588002023,1.0
